Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
1203;059;Tilia;cordata; -;Winter-Linde;6;1;26;L;70395;350778;14.2812056533941;48.2913552569491
1203;060;Tilia;cordata; -;Winter-Linde;6;1;26;L;70387;350771;14.2810966340554;48.2912929028631
989;036;Fagus;sylvatica; -;Rotbuche;22;7;250;L;71084;349568;14.2902892613142;48.2804009138780
989;037;Quercus;bicolor;-;Zweifarbige Eiche;25;10;250;L;71090;349570;14.2903696900136;48.2804195486748
5084;004;Quercus;rubra; -;Amerikanische Rot-Eiche;17;7;120;L;70471;349554;14.2820212329768;48.2803426438000
1217;014;Acer;sp.; -;Ahorn;15;6;140;L;72307;348483;14.3065763389430;48.2705012952462
246;001;Acer;platanoides; -;Spitz-Ahorn;6;6;65;L;72202;346618;14.3048406672897;48.2537465175832
246;002;Corylus;colurna; -;Baumhasel;5;4;48;L;72199;346610;14.3048092058596;48.2536788231648
1191;001a;Carpinus;betulus; -;Hainbuche;5;2;18;L;69989;354603;14.2763730501141;48.3257953953024
487;020;Pseudotsuga;menziesii; -;Küsten-Douglasie;22;7;140;N;70019;351966;14.2763403993157;48.3020770785177
489;067;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;15;8;120;N;69724;352006;14.2723661854439;48.3024712248382
503;003;Pinus;wallichiana; -;Tränen-Kiefer;12;10;140;N;69514;351801;14.2695023247578;48.3006508973427
503;013;Pinus;wallichiana; -;Tränen-Kiefer;14;10;145;N;69531;351753;14.2697235613499;48.3002174277204
503;018;Fagus;sylvatica; -;Rotbuche;16;10;1;L;69539;351744;14.2698298997789;48.3001356255603
37;123;Tilia;cordata; -;Winter-Linde;27;8;170;L;70484;351493;14.2825250309916;48.2977705167530
29;001;Magnolia;sp.; -;Magnolie;12;6;109;L;70187;350509;14.2783584696521;48.2889594437010
1204;4;Tilia;cordata; -;Winter-Linde;7;1;28;L;70128;351239;14.2776841961017;48.2955300165374
1203;048;Tilia;cordata; -;Winter-Linde;6;1;26;L;70420;350944;14.2815700708375;48.2928451361234
1203;047;Tilia;cordata; -;Winter-Linde;6;1;26;L;70418;350951;14.2815442832726;48.2929083006662
1203;046;Tilia;cordata; -;Winter-Linde;6;2;27;L;70415;350962;14.2815056848089;48.2930075433964
1203;045;Tilia;cordata; -;Winter-Linde;5;1;26;L;70410;350976;14.2814406344121;48.2931339832135
1203;056;Tilia;cordata; -;Winter-Linde;6;1;26;L;70419;350815;14.2815351813894;48.2916852975259
989;013;Quercus;bicolor;-;Zweifarbige Eiche;20;7;150;L;71007;349602;14.2892531479159;48.2807088748256
151;046;Acer;platanoides; -;Spitz-Ahorn;8;2;40;L;72440;348998;14.3084590160088;48.2751183254172
151;047;Robinia;sp.; -;Robinie;15;6;70;L;72440;349003;14.3084613031923;48.2751617587190
304;011;Quercus;robur; -;Stiel-Eiche;8;7;73;L;72857;346960;14.3137287208692;48.2567479372175
1448;061;Picea;purpurea; -;Purpur-Fichte;16;6;95;N;69507;351080;14.2692855107631;48.2941671963679
1448;062;Picea;purpurea; -;Purpur-Fichte;18;6;94;N;69501;351083;14.2692115807218;48.2941924711925
487;008;Acer;platanoides; -;Spitz-Ahorn;10;10;105;L;69965;351952;14.2756023085474;48.3019560076998
839;021;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;8;2;25;L;73620;346872;14.3239840283375;48.2558697794781
839;022;Acer;platanoides; -;Spitz-Ahorn;9;4;35;L;73632;346891;14.3241445053731;48.2560357870998
1203;061;Tilia;cordata; -;Winter-Linde;6;1;25;L;70378;350766;14.2809745974473;48.2912492369352
1203;062;Tilia;cordata; -;Winter-Linde;6;1;26;L;70368;350763;14.2808393558856;48.2912233683699
1203;004;Tilia;cordata; -;Winter-Linde;9;2;38;L;70410;351285;14.2814919296886;48.2959124655767
1203;051;Tilia;cordata; -;Winter-Linde;6;1;26;L;70426;350906;14.2816446107432;48.2925027809253
1203;050;Tilia;cordata; -;Winter-Linde;6;1;25;L;70424;350917;14.2816194875152;48.2926019129067
246;003;Corylus;colurna; -;Baumhasel;5;4;53;L;72194;346609;14.3047371877824;48.2536665699529
832;019;Quercus;sp.; -;Eiche;8;4;60;L;70878;348597;14.2873543595894;48.2716921343492
874;001;Fraxinus;excelsior; -;Gemeine Esche;14;6;15;L;70664;348870;14.2845058922762;48.2741668416238
834;001;Cornus;controversa; -;Pagoden-Hartriegel;7;3;60;L;70869;348738;14.2872457502582;48.2729571163218
487;004;Pinus;nigra;austriaca;Österreichische Schwarz-Kiefer;24;8;165;N;69955;351963;14.2754740366588;48.3020562699796
487;005;Ginkgo;biloba; -;Ginkgo;10;6;50;L;69953;351952;14.2754406835368;48.3019618233601
487;010;Aesculus;carnea;Briotii;Scharlach- Kastanie;6;4;50;L;69976;351946;14.2757582568544;48.3019006256857
839;023;Corylus;colurna; -;Baumhasel;7;2;25;L;73643;346908;14.3242943854731;48.2561936073774
676;004;Sorbus;aucuparia; -;Eberesche;8;5;60;L;72173;355134;14.3059085007151;48.3303266420565
989;009;Fagus;sylvatica; -;Rotbuche;20;6;140;L;71003;349604;14.2891956511889;48.2807271687872
989;015;Fagus;sylvatica; -;Rotbuche;25;10;320;L;71019;349599;14.2894130253635;48.2806847245201
5085;013;Carpinus;betulus; -;Hainbuche;7;1;25;L;70389;349470;14.2809047702403;48.2795910457705
989;044;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;17;4;120;N;71109;349560;14.2906228940507;48.2803262162807
5085;009;Carpinus;betulus; -;Hainbuche;13;4;80;L;70184;349304;14.2781150249015;48.2781266490606
989;056;Carpinus;betulus; -;Hainbuche;15;6;30;L;70989;349629;14.2890144962679;48.2809612803430
5085;003;Betula;pendula; -;Weiß-Birke;10;4;25;L;70149;349271;14.2776413999358;48.2778304345278
5085;006;Carpinus;betulus; -;Hainbuche;15;3;90;L;70162;349284;14.2778160479143;48.2779436349972
151;009;Acer;pseudoplatanus; -;Berg-Ahorn;18;7;200;L;72357;348989;14.3073439642496;48.2750472407554
794;028;Acer;negundo; -;Eschen-Ahorn;8;2;60;L;71360;348681;14.2938587827987;48.2723890867761
794;029;Fagus;sylvatica; -;Rotbuche;0;0;0;L;71362;348683;14.2938826772086;48.2724088752658
866;023;Amelanchier;canadensis;-;Kanadische Felsenbirne;4;4;22;L;72664;346648;14.3110671507958;48.2539651641040
274;062;Platanus;hispanica;  -;Ahornblättrige-Platane;5;8;74;L;72147;346588;14.3041007954152;48.2534830702949
274;043a;Platanus;hispanica;  -;Ahornblättrige-Platane;5;4;34;L;72337;346610;14.3066596382896;48.2536586084290
783;041;Pinus;nigra;Pyramidalis;Säulen-Schwarz-Kiefer;6;2;56;N;69343;351256;14.2671068344544;48.2957646478841
783;042;Pinus;nigra;Pyramidalis;Säulen-Schwarz-Kiefer;7;3;45;N;69348;351256;14.2671811416433;48.2957658166202
37;098;Tilia;cordata; -;Winter-Linde;7;1;26;L;70098;351277;14.2772862105988;48.2958750164822
37;112;Tilia;cordata; -;Winter-Linde;7;1;36;L;70258;351346;14.2794537400095;48.2964777886944
1204;5;Tilia;cordata; -;Winter-Linde;7;1;28;L;70119;351240;14.2775630816314;48.2955400013121
1203;049;Tilia;cordata; -;Winter-Linde;6;1;26;L;70422;350930;14.2815946962249;48.2927190285912
1203;055;Tilia;cordata; -;Winter-Linde;6;1;26;L;70423;350825;14.2815907395075;48.2917747729749
129;033b;Acer;sp.; -;Ahorn;4;2;15;L;72260;349118;14.3060494793116;48.2762217887628
989;027;Quercus;bicolor;-;Zweifarbige Eiche;20;7;170;L;71051;349582;14.2898478795819;48.2805300397106
989;030;Fagus;sylvatica; -;Rotbuche;25;9;280;L;71063;349579;14.2900096897826;48.2804990018947
989;051;Fagus;sylvatica; -;Rotbuche;25;10;300;L;71147;349548;14.2911358041422;48.2802157956353
5084;002;Quercus;rubra; -;Amerikanische Rot-Eiche;15;7;140;L;70452;349524;14.2817640733504;48.2800718822360
1217;001;Magnolia;kobus; -;Baum-Magnolie (weiß);7;0;8;L;72265;348506;14.3060136163444;48.2707118669320
882;013;Acer;pseudoplatanus; -;Berg-Ahorn;12;6;90;L;70598;348331;14.2835382244170;48.2693312799156
151;043;Acer;platanoides; -;Spitz-Ahorn;8;3;80;L;72432;348995;14.3083511157920;48.2750969005633
151;044;Tilia;cordata; -;Winter-Linde;20;7;190;L;72425;349001;14.3082617092186;48.2751510361874
151;045;Acer;platanoides; -;Spitz-Ahorn;17;7;120;L;72434;348999;14.3083770790934;48.2751302112771
37;022;Tilia;cordata; -;Winter-Linde;6;1;25;L;70306;351362;14.2801032295349;48.2966163506069
1217;004;Prunus;avium; -;Vogel-Kirsche;10;4;60;L;72268;348526;14.3060545692059;48.2708983096416
961;057;Tilia;cordata; -;Winter-Linde;15;5;17;L;72488;349025;14.3091105674327;48.2753584202038
961;073;Sequoia;sp.; -;Küstenmammutbaum;10;4;70;N;72464;349040;14.3087906084702;48.2754955549812
794;020;Fagus;sylvatica; -;Rotbuche;15;5;110;L;71337;348678;14.2935482810287;48.2723674019684
274;031;Platanus;hispanica;  -;Ahornblättrige-Platane;12;8;86;L;72398;346598;14.3074774794573;48.2535436340058
274;009;Platanus;hispanica;  -;Ahornblättrige-Platane;16;12;147;L;72041;346542;14.3026712965573;48.2530852714033
779;013;Acer;palmatum; -;Japanischer Fächer-Ahorn;2;6;63;L;73053;346902;14.3163505391063;48.2562060931911
37;106;Tilia;cordata; -;Winter-Linde;9;1;40;L;70193;351331;14.2785753318492;48.2963500925953
37;104;Tilia;cordata; -;Winter-Linde;7;1;32;L;70173;351322;14.2783043278026;48.2962713742939
37;030;Tilia;cordata; -;Winter-Linde;8;2;47;L;70236;351351;14.2791581009922;48.2965251794644
656;099;Malus;Zierform; -;Zier-Apfel;4;1;12;L;72889;355352;14.3156020691580;48.3321984674314
656;108a;Quercus;robur;Fastigiata;Säulen-Eiche;5;1;15;L;73029;355336;14.3174826168182;48.3320424131916
5085;004;Carpinus;betulus; -;Hainbuche;17;5;90;L;70156;349278;14.2777396791657;48.2778905797164
1217;003;Acer;sp.; -;Ahorn;10;7;90;L;72261;348520;14.3059662240621;48.2708443270714
1217;005;Betula;pendula; -;Weiß-Birke;20;7;140;L;72266;348531;14.3060321708682;48.2709389495062
151;029;Fagus;sp.; -;Buche;12;6;120;L;72409;349042;14.3080513965034;48.2755195264667
151;031;Tilia;cordata; -;Winter-Linde;12;5;90;L;72407;349057;14.3080165489024;48.2756530198867
794;019;Fagus;sylvatica; -;Rotbuche;17;7;200;L;71331;348678;14.2934627771369;48.2723695415432
794;023;Acer;cappadocicum; -;Kolchischer Ahorn;15;4;70;L;71348;348680;14.2936940830692;48.2723876030772
794;024;Acer;platanoides; -;Spitz-Ahorn;17;5;110;L;71351;348679;14.2937408848206;48.2723743642127
866;024;Catalpa;bignonioides; -;Trompetenbaum;7;5;48;L;72672;346654;14.3111758504771;48.2540167847129
157;017;Crataegus;monogyna; -;Eingriffliger Weißdorn;3;2;10;L;72417;348982;14.3081484471030;48.2749814908074
37;072;Tilia;cordata; -;Winter-Linde;8;2;37;L;69819;351049;14.2734889773370;48.2938555776131
1203;053;Tilia;cordata; -;Winter-Linde;6;1;27;L;70430;350871;14.2816926985152;48.2921876228242
1203;052;Tilia;cordata; -;Winter-Linde;6;1;26;L;70430;350881;14.2816943588220;48.2922775413773
199;070;Betula;pendula; -;Weiß-Birke;12;3;110;L;72508;349530;14.3094569555073;48.2798951548092
199;083;Robinia;pseudoacacia;Pyramidalis;Säulen-Robinie;12;2;120;L;72408;349693;14.3081443338268;48.2813730492301
1216;020a;Acer;platanoides;Royal Red;Rotblättriger Spitz-Ahorn;4;2;20;L;72704;352324;14.3125849086053;48.3049926050040
819;004;Tilia;cordata; -;Winter-Linde;12;6;130;L;71260;348879;14.2925425816441;48.2741831416597
733;021a;Acer;platanoides;Columnare;Säulen-Spitz-Ahorn;5;1;17;L;71098;350807;14.2906874316919;48.2915421811677
733;023a;Acer;platanoides;Columnare;Säulen-Spitz-Ahorn;5;1;15;L;71103;350815;14.2907498533456;48.2916130181689
819;011;Tilia;cordata; -;Winter-Linde;12;6;110;L;71246;348918;14.2923601064450;48.2745356232013
109;005;Acer;platanoides;Columnare;Säulen-Spitz-Ahorn;5;1;17;L;72238;350931;14.3060697273363;48.2925200138287
5084;001;Quercus;rubra; -;Amerikanische Rot-Eiche;17;7;150;L;70450;349519;14.2817406837764;48.2800301365744
961;071;Abies;nordmanniana; -;Nordmannstanne;5;1;20;N;72449;349046;14.3085909605167;48.2755469517920
274;010;Platanus;hispanica;  -;Ahornblättrige-Platane;16;10;129;L;72053;346547;14.3028236186826;48.2531241983260
274;011;Platanus;hispanica;  -;Ahornblättrige-Platane;15;10;122;L;72061;346551;14.3029372735343;48.2531582105237
276;003;Platanus;hispanica;  -;Ahornblättrige-Platane;10;8;75;L;71913;346495;14.3009387363671;48.2526729039279
274;050;Platanus;hispanica;  -;Ahornblättrige-Platane;12;10;87;L;72276;346607;14.3058474871272;48.2536426665186
503;014;Betula;utilis; -;Himalaja-Birke;9;10;75;L;69528;351750;14.2696826390556;48.3001907803101
503;016;Betula;utilis; -;Himalaja-Birke;11;8;80;L;69531;351745;14.2697222495519;48.3001454927306
503;017;Pinus;wallichiana; -;Tränen-Kiefer;14;10;125;N;69534;351749;14.2697633358119;48.3001811320008
39;013;Carpinus;betulus; -;Hainbuche;15;3;60;L;69835;350385;14.2735952547199;48.2878846870587
39;012;Carpinus;betulus; -;Hainbuche;15;3;65;L;69856;350372;14.2738760816721;48.2877640114284
1203;026;Tilia;cordata; -;Winter-Linde;14;3;70;L;70186;351142;14.2784497253667;48.2946514043468
1203;025;Tilia;cordata; -;Winter-Linde;13;3;65;L;70181;351152;14.2783840035124;48.2947418750227
1204;12;Tilia;cordata; -;Winter-Linde;7;1;27;L;70121;351232;14.2775890957010;48.2954678735649
250;046a;Carpinus;betulus; -;Hainbuche;5;0;16;L;73444;355963;14.3231923341106;48.3376363512954
821;023;Betula;nigra; -;Schwarz-Birke;15;4;100;L;71338;348374;14.2935129263896;48.2696366145584
595;007a;Tilia;cordata; -;Winter-Linde;5;2;19;L;69526;353597;14.2699613439010;48.3168011290756
129;080;Fagus;sp.; -;Buche;12;8;100;L;72283;349175;14.3063723231863;48.2767301291718
210;001a;Carpinus;betulus; -;Hainbuche;5;7;90;L;71185;348824;14.2915268873711;48.2736992026839
783;037;Cupressocyparis;leylandii; -;Leyland-Zypresse;4;2;72;N;69367;351263;14.2674303582768;48.2958293002593
503;011;Tilia;sp.;-;Linde;10;8;90;L;69524;351758;14.2696300435639;48.3002631528935
503;012;Tilia;sp.;-;Linde;10;9;85;L;69527;351753;14.2696696541621;48.3002178653320
503;015;Pinus;wallichiana; -;Tränen-Kiefer;16;9;120;N;69531;351750;14.2697230694250;48.3001904520993
1203;028;Tilia;cordata; -;Winter-Linde;14;3;64;L;70208;351115;14.2787417127022;48.2944061945425
819;016;Tilia;cordata; -;Winter-Linde;14;6;130;L;71248;348875;14.2923798308648;48.2741487493844
989;010;Fagus;sylvatica; -;Rotbuche;20;7;160;L;71008;349608;14.2892719769465;48.2807643981562
989;011;Fagus;sylvatica; -;Rotbuche;20;5;170;L;71009;349605;14.2892814885054;48.2807375932052
989;038;Quercus;bicolor;-;Zweifarbige Eiche;20;10;230;L;71089;349565;14.2903598256310;48.2803676630887
818;003;Tilia;cordata; -;Winter-Linde;17;6;120;L;71294;348943;14.2930109590919;48.2747557334616
882;023;Acer;pseudoplatanus; -;Berg-Ahorn;14;4;90;L;70575;348367;14.2832327096899;48.2696526282578
882;027;Acer;sp.; -;Ahorn;12;4;80;L;70565;348381;14.2831012177682;48.2697810840183
135;013;Pyrus;calleriana;Chanticleer;Chinesische Wildbirne;8;2;30;L;71178;349380;14.2915260479177;48.2786985930532
113;008;Aesculus;hippocastanum; -;Gemeine Rosskastanie;12;6;90;L;72650;349875;14.3114356364304;48.2829819515599
503;002;Tilia;sp.;-;Linde;12;8;100;L;69521;351811;14.2695983684880;48.3007400403187
503;007;Fagus;sylvatica; -;Rotbuche;12;12;1;L;69513;351788;14.2694867166805;48.3005341123648
39;015;Carpinus;betulus; -;Hainbuche;13;2;40;L;69796;350407;14.2730734285039;48.2880853168311
37;047;Tilia;cordata; -;Winter-Linde;10;3;67;L;70048;351256;14.2766089609239;48.2956916996292
37;046;Tilia;cordata; -;Winter-Linde;10;3;45;L;70060;351263;14.2767718241744;48.2957533200917
37;044;Tilia;cordata; -;Winter-Linde;4;1;20;L;70073;351271;14.2769483286432;48.2958238219380
37;037;Tilia;cordata; -;Winter-Linde;9;2;45;L;70172;351330;14.2782921757339;48.2963434195598
1203;024;Tilia;cordata; -;Winter-Linde;14;3;62;L;70179;351163;14.2783588729267;48.2948410063020
1203;023;Tilia;cordata; -;Winter-Linde;8;2;40;L;70177;351176;14.2783340731596;48.2949581212943
1203;022;Tilia;cordata; -;Winter-Linde;10;3;56;L;70177;351188;14.2783360586457;48.2950660236102
1203;021;Tilia;cordata; -;Winter-Linde;8;2;40;L;70192;351238;14.2785464645121;48.2955139602700
1203;020;Tilia;cordata; -;Winter-Linde;9;2;35;L;70199;351247;14.2786422828112;48.2955941139303
303;032;Liriodendron;tulipifera; -;Tulpenbaum;8;5;80;L;72220;346185;14.3050170848740;48.2498549940295
989;003;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;20;4;100;N;70997;349616;14.2891223049970;48.2808380337710
989;006;Quercus;bicolor;-;Zweifarbige Eiche;25;7;200;L;71005;349613;14.2892328258464;48.2808122357508
151;011;Juglans;regia; -;Walnuss;7;3;50;L;72377;348995;14.3076116977323;48.2750958901600
151;012;Quercus;sp.; -;Eiche;7;4;60;L;72359;349011;14.3073696951346;48.2752462262989
794;018;Tilia;cordata; -;Winter-Linde;13;1;90;L;71327;348678;14.2934114587987;48.2723699687833
223;004;Picea;omorika; -;Serbische Fichte;2;1;20;N;72642;346607;14.3107691471751;48.2535944643647
1204;6;Tilia;cordata; -;Winter-Linde;7;1;28;L;70110;351242;14.2774421324155;48.2955589778207
1204;13;Tilia;cordata; -;Winter-Linde;7;1;27;L;70137;351229;14.2778038222223;48.2954391048927
1204;8;Tilia;cordata; -;Winter-Linde;7;1;29;L;70090;351246;14.2771732826056;48.2955971510032
1204;10;Tilia;cordata; -;Winter-Linde;7;1;29;L;70099;351236;14.2772929097962;48.2955062398841
272;010;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;3;55;L;72980;346430;14.3152958323935;48.2519688248296
272;010a;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;7;3;51;L;72974;346430;14.3152086811280;48.2519680798161
989;005;Fagus;orientalis; -;Orientalische Buche;6;1;25;L;71004;349617;14.2892134850272;48.2808487732608
989;040;Acer;sp.; -;Ahorn;8;3;30;L;71097;349563;14.2904654086204;48.2803505375415
989;041;Acer;sp.; -;Ahorn;17;4;50;L;71102;349566;14.2905337151377;48.2803752119637
989;043;Acer;sp.; -;Ahorn;15;5;50;L;71106;349564;14.2905889868407;48.2803569357986
5085;007;Carpinus;betulus; -;Hainbuche;17;7;120;L;70171;349293;14.2779396427319;48.2780255498639
5085;008;Carpinus;betulus; -;Hainbuche;17;5;100;L;70179;349299;14.2780487351908;48.2780797218146
989;045;Quercus;bicolor;-;Zweifarbige Eiche;20;10;170;L;71114;349557;14.2906957928302;48.2802988850435
5085;010;Carpinus;betulus; -;Hainbuche;8;1;14;L;70188;349307;14.2781723980732;48.2781527624012
989;046;Acer;sp.; -;Ahorn;16;5;90;L;71120;349559;14.2907660883927;48.2803109221512
989;047;Acer;sp.; -;Ahorn;16;7;90;L;71124;349557;14.2908258773844;48.2802963203306
818;010;Tilia;cordata; -;Winter-Linde;17;7;180;L;71160;348933;14.2911988362009;48.2746827585979
151;052;Acer;platanoides; -;Spitz-Ahorn;8;2;30;L;72462;349013;14.3087621979522;48.2752491232791
794;025;Acer;platanoides; -;Spitz-Ahorn;6;2;60;L;71355;348680;14.2937901982738;48.2723810919186
246;010;Corylus;colurna; -;Baumhasel;5;4;51;L;72176;346606;14.3045006189399;48.2536395007204
246;012;Corylus;colurna; -;Baumhasel;5;4;51;L;72162;346602;14.3043096751255;48.2536116791304
137;025;Acer;platanoides; -;Spitz-Ahorn;16;6;130;L;70502;348528;14.2822755180222;48.2711115395896
1249;005;Liquidambar;styraciflua; -;Amerikanischer Amberbaum;5;1;10;L;71414;348523;14.2945589318873;48.2709612240174
1249;006;Liquidambar;styraciflua; -;Amerikanischer Amberbaum;3;1;10;L;71421;348509;14.2946419478581;48.2708410566804
137;002;Cladrastis;lutea; -;Amerikanische Gelbholz;3;1;12;L;70568;348474;14.2831584398650;48.2706194695805
137;003;Pyrus;sp.; -;Birne;15;7;200;L;70554;348462;14.2829675603088;48.2705115135269
137;004;Halesia;carolina; -;Schneeglöckchenbaum;5;3;50;L;70550;348469;14.2829138031688;48.2705800921497
137;008;Acer;platanoides; -;Spitz-Ahorn;15;10;120;L;70538;348463;14.2827485817755;48.2705239812134
137;009;Acer;platanoides; -;Spitz-Ahorn;18;8;120;L;70544;348452;14.2828310087904;48.2704219873670
137;011;Acer;platanoides; -;Spitz-Ahorn;12;4;100;L;70531;348458;14.2826470883003;48.2704769275869
131;001;Betula;pendula; -;Weiß-Birke;8;2;15;L;72644;348426;14.3111108494307;48.2699490096243
130;022;Acer;pseudoplatanus; -;Berg-Ahorn;17;3;90;L;71367;348617;14.2939344529165;48.2718183302904
130;023;Acer;pseudoplatanus; -;Berg-Ahorn;15;2;60;L;71368;348617;14.2939543390478;48.2718187630800
1203;054;Tilia;cordata; -;Winter-Linde;6;1;25;L;70428;350847;14.2816617646510;48.2919720398755
242;017;Tilia;cordata; -;Winter-Linde;10;4;47;L;73065;346636;14.3164632525914;48.2538082933785
376;001;Taxus;baccata; -;Gemeine Eibe;5;5;25;N;72808;351725;14.3138817764736;48.2995986568386
989;001;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;17;4;80;N;70990;349618;14.2890338156766;48.2808625141149
989;035;Fagus;sylvatica; -;Rotbuche;25;7;250;L;71084;349574;14.2902824445259;48.2804529378843
821;013;Acer;saccharinum; -;Silber-Ahorn;6;2;20;L;71045;348364;14.2895647202389;48.2695745773688
821;014;Acer;saccharinum; -;Silber-Ahorn;6;2;18;L;71036;348363;14.2894427660348;48.2695713054734
1493;002;Liriodendron;tulipifera; -;Tulpenbaum;6;2;16;L;70516;348566;14.2824717602634;48.2714550054387
1493;003;Liriodendron;tulipifera; -;Tulpenbaum;7;2;17;L;70521;348568;14.2825343560479;48.2714669824516
882;012;Acer;pseudoplatanus; -;Berg-Ahorn;12;4;80;L;70603;348324;14.2835969467300;48.2692639925716
274;004;Platanus;hispanica;  -;Ahornblättrige-Platane;15;14;123;L;71974;346512;14.3017648731225;48.2528218991445
157;006;Prunus;serrulata;Kanzan;"Nelken-Kirsche ""Kanzan"" (rosa gefüllt)";6;4;70;L;72484;348994;14.3090488207389;48.2750791184343
