Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
580;009;Acer;platanoides; -;Spitz-Ahorn;10;11;104;L;71317;354038;14.2941739223457;48.3205683982094
934;062a;Fagus;sp.; -;Buche;9;6;100;L;76326;346748;14.3603924234335;48.2544338878465
63;020;Salix;alba; -;Silber-Weide;16;6;208;L;71225;352581;14.2926891326234;48.3074786235016
623;043;Malus;Zierform; -;Zier-Apfel;6;5;133;L;71961;355667;14.3031414123322;48.3351444868615
934;064a;Acer;sp.; -;Ahorn;8;3;48;L;76336;346765;14.3605361581196;48.2545826629934
580;011;Malus;sp.; -;Apfel;6;5;50;L;71328;354054;14.2943294393647;48.3207086140867
623;045;Malus;Zierform; -;Zier-Apfel;4;8;130;L;71972;355665;14.3032822804515;48.3351253160992
389;020a;Sorbus;aria; -;Echte Mehlbeere;10;10;188;L;70582;345736;14.2828897069412;48.2460012935788
652;634;Tilia;cordata; -;Winter-Linde;13;8;76;L;71645;354225;14.2986379548596;48.3222074669111
652;633;Acer;campestre; -;Feld-Ahorn;11;5;53;L;71651;354230;14.2987155682020;48.3222555959849
7098;003FL;Prunus;sp.; -;Kirsche;10;0;0;L;72314;355255;14.3078246081734;48.3313929916374
7288;034a;Malus;sp.; -;Apfel;3;2;12;L;72872;354688;14.3152473246960;48.3262299502681
7290;096;Populus;sp.; -;Pappel;20;6;173;L;71850;354450;14.3014351738094;48.3242095025166
5224;061;Quercus;robur; -;Stiel-Eiche;16;9;138;L;72260;347958;14.3058562495343;48.2657896082093
5216;011;Robinia;pseudoacacia; -;Robinie;9;6;75;L;72072;347788;14.3033000181709;48.2642799269664
5216;013;Acer;campestre; -;Feld-Ahorn;10;6;237;L;72081;347796;14.3034203782455;48.2643523116190
5222;001;Populus;nigra;Italica;Säulen-Pappel;22;8;300;L;71756;347519;14.2989934165228;48.2618986963273
5222;006a;Corylus;colurna; -;Baumhasel;6;1;27;L;71778;347514;14.2992917478153;48.2618495859384
7;203;Fraxinus;excelsior; -;Gemeine Esche;30;7;163;L;73337;355843;14.3217215425610;48.3365613203788
7;205a;Castanea;sativa; -;Edelkastanie;6;3;27;L;73329;355847;14.3216121355504;48.3366046955086
51;047;Platanus;hispanica;  -;Ahornblättrige-Platane;13;8;80;L;71734;352619;14.2995540675702;48.3077606058664
51;050;Platanus;hispanica;  -;Ahornblättrige-Platane;22;16;180;L;71738;352591;14.2996107650821;48.3075061999372
51;052;Platanus;hispanica;  -;Ahornblättrige-Platane;20;16;195;L;71742;352574;14.2996582700917;48.3073548508012
51;053;Platanus;hispanica;  -;Ahornblättrige-Platane;20;15;181;L;71742;352565;14.2996574404079;48.3072748695186
689;029;Corylus;colurna; -;Baumhasel;5;2;23;L;70712;355161;14.2862049326388;48.3307350948971
280;408;Malus;Zierform; -;Zier-Apfel;5;6;58;L;72892;356013;14.3157574252410;48.3381436787300
315;003;Acer;platanoides; -;Spitz-Ahorn;14;6;70;L;71386;351804;14.2947296955829;48.3004667040247
266;682;Morus;sp.; -;Maulbeerbaum;6;4;87;L;72919;355838;14.3160810202636;48.3365676220925
266;683;Betula;pendula; -;Weiß-Birke;21;6;80;L;72902;355845;14.3158569987629;48.3366301674832
266;686;Populus;sp.; -;Pappel;22;7;86;L;72900;355827;14.3158291841150;48.3364761765786
266;689;Betula;pendula; -;Weiß-Birke;18;6;69;L;72899;355811;14.3158078945534;48.3363319422449
701;010;Acer;platanoides; -;Spitz-Ahorn;7;6;116;L;74869;346023;14.3406568280319;48.2480909401746
315;046;Picea;pungens;Glauca;Blaue Stech-Fichte;12;5;106;N;71318;351824;14.2938184100623;48.3006578165648
315;048;Picea;pungens;Glauca;Blaue Stech-Fichte;14;5;122;N;71314;351822;14.2937641663867;48.3006402818517
315;050;Acer;palmatum; -;Japanischer Fächer-Ahorn;11;15;479;L;71352;351848;14.2942806608336;48.3008698032429
315;050a;Prunus;serrulata; -;Japanische Blüten-Kirsche;6;6;270;L;71338;351839;14.2940948527357;48.3007925353088
315;051;Cercidiphyllum;japonicum; -;Kuchenbaum;8;8;220;L;71358;351849;14.2943616903753;48.3008781213149
316;024;Gleditsia;triacanthos; -;Christusdorn;15;10;98;L;71402;351841;14.2949533255061;48.3008012443843
316;027;Gleditsia;triacanthos; -;Christusdorn;15;13;120;L;71410;351820;14.2950576033440;48.3006115174785
316;028;Gleditsia;triacanthos; -;Christusdorn;14;12;98;L;71413;351812;14.2950966862821;48.3005392458883
316;029;Gleditsia;triacanthos; -;Christusdorn;14;13;110;L;71416;351806;14.2951353357311;48.3004886786499
316;030;Gleditsia;triacanthos; -;Christusdorn;14;13;109;L;71418;351799;14.2951618804181;48.3004217904771
7;190;Acer;campestre; -;Feld-Ahorn;12;6;78;L;73321;355836;14.3215108869298;48.3365078489585
1014;999FL;Alnus;glutinosa; -;Schwarz-Erle;10;0;0;L;69945;354419;14.2757421105413;48.3241476059615
371;020;Fagus;sylvatica;Purpurea;Blut-Buche Sämling;12;8;155;L;71486;351676;14.2960575615766;48.2993081523946
371;023;Acer;campestre; -;Feld-Ahorn;9;4;63;L;71519;351663;14.2964968933085;48.2991841322240
859;020;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;14;7;74;L;71422;351675;14.2952004663991;48.2993028136280
268;012;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;8;3;70;L;72416;346704;14.3077419472896;48.2544951205881
582;998FL;Alnus;sp.; -;Erle;17;0;0;L;70304;355322;14.2807327344120;48.3322239797410
323;002;Carpinus;betulus; -;Hainbuche;9;6;49;L;71498;352160;14.2963009022154;48.3036588348894
1100;148;Alnus;glutinosa; -;Schwarz-Erle;5;4;34;L;70055;351353;14.2767193122928;48.2965631387788
377;007neu;Acer;sp.; -;Ahorn;7;4;54;L;71959;352383;14.3025465402409;48.3056113041050
1100;149;Malus;sylvestris; -;Holz-Apfel;10;7;85;L;70051;351356;14.2766667249325;48.2965866819068
1100;155;Prunus;padus; -;Trauben-Kirsche;7;6;85;L;70076;351321;14.2770032837236;48.2962745201570
1100;156;Alnus;glutinosa; -;Schwarz-Erle;14;7;63;L;70068;351320;14.2768927560694;48.2962670963014
74;024;Carpinus;betulus; -;Hainbuche;13;10;93;L;71581;352723;14.2975146236725;48.3087118687266
1100;160;Acer;platanoides;Globosum;Kugel-Ahorn;14;11;168;L;70059;351327;14.2767716451154;48.2963316343500
294;030;Betula;pendula; -;Weiß-Birke;9;6;52;L;71867;346700;14.3003497033339;48.2545218362218
74;041;Carpinus;betulus; -;Hainbuche;16;12;131;L;71521;352809;14.2967222827619;48.3094921604999
294;037;Crataegus;sp.; -;Weißdorn;5;6;70;L;71904;346687;14.3008519814227;48.2544033872255
294;039;Crataegus;monogyna; -;Eingriffliger Weißdorn;5;6;70;L;71893;346684;14.3006975376302;48.2543752034135
56;002a;Tilia;sp.;-;Linde;13;12;110;L;71465;352771;14.2959611017682;48.3091572489729
294;112a;Sorbus;intermedia; -;Schwedische Mehlbeere;6;4;95;L;71877;346585;14.3004649946944;48.2534895486341
1100;215;Dipteronia;sinensis; -;Dipteronia;9;6;66;L;69981;351328;14.2757188970576;48.2963480440030
294;122;Prunus;sp.; -;Kirsche;7;3;49;L;71962;346636;14.3016211233525;48.2539397121958
1100;217;Prunus;cyclamina; -;Wildkirsche [P. cyclamina];10;9;143;L;69987;351336;14.2758001518044;48.2964177683738
302;004;Aesculus;hippocastanum; -;Gemeine Rosskastanie;22;15;253;L;72684;346871;14.3113795543404;48.2559628420520
302;005;Aesculus;hippocastanum; -;Gemeine Rosskastanie;22;14;240;L;72675;346867;14.3112643527679;48.2559322492023
346;002;Platanus;hispanica;  -;Ahornblättrige-Platane;17;12;188;L;72089;353090;14.3044264598039;48.3119565973378
623;047;Malus;Zierform; -;Zier-Apfel;5;6;170;L;71983;355666;14.3034281982467;48.3351304053099
623;048;Malus;Zierform; -;Zier-Apfel;5;6;200;L;71979;355662;14.3033753386418;48.3350938280004
824;209;Quercus;sp.; -;Eiche;10;3;66;L;76308;347445;14.3602760474731;48.2606993371254
934;148a;Tilia;sp.;-;Linde;6;3;48;L;76410;346976;14.3615684277120;48.2564743041741
623;063;Juglans;regia; -;Walnuss;7;5;73;L;72047;355638;14.3042926812548;48.3348679109526
934;151a;Tilia;sp.;-;Linde;7;5;48;L;76405;346919;14.3614962510410;48.2559650067054
464;006;Prunus;Zierform; -;Zier-Kirsche;5;9;104;L;74858;345353;14.3403857790508;48.2420617965299
893;007a;Fraxinus;excelsior; -;Gemeine Esche;13;7;144;L;71789;355381;14.3007650040142;48.3325879360911
463;005;Carpinus;betulus; -;Hainbuche;11;7;112;L;74801;345318;14.3396117085450;48.2417588139556
378;002;Juglans;nigra; -;Schwarznuss;11;7;79;L;70789;345615;14.2856541018606;48.2448864187393
893;011;Fraxinus;excelsior; -;Gemeine Esche;20;12;157;L;71797;355351;14.3008732468545;48.3323168655799
1396;007;Juglans;regia; -;Walnuss;15;8;120;L;74731;345269;14.3386631066411;48.2413208676895
1396;008;Malus;sp.; -;Apfel;5;4;48;L;74725;345273;14.3385859944291;48.2413610825468
80;006a;Acer;freemanii;Autumn Blaze;Herbst-Flammen-Ahorn;9;2;31;L;70661;352496;14.2850711583417;48.3067752409787
893;012;Acer;pseudoplatanus; -;Berg-Ahorn;22;8;128;L;71798;355346;14.3008814700774;48.3322742804796
808;002;Cedrus;atlantica; -;Atlas-Zeder;10;8;90;N;71405;346142;14.2940352930710;48.2495563623492
80;008;Acer;saccharinum; -;Silber-Ahorn;17;16;257;L;70675;352534;14.2852660287455;48.3071138943014
808;003;Acer;pseudoplatanus; -;Berg-Ahorn;10;7;80;L;71401;346134;14.2939800960407;48.2494848758828
808;005;Populus;nigra; -;Schwarz-Pappel;14;7;155;L;71416;346110;14.2941738415351;48.2492641509399
80;010;Acer;saccharinum; -;Silber-Ahorn;16;12;224;L;70721;352558;14.2858971189826;48.3073237951931
1396;004;Malus;sp.; -;Apfel;7;4;52;L;74720;345242;14.3385087683162;48.2410871974468
1466;002;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;10;4;50;L;71577;351436;14.2972395725752;48.2971411437169
1396;013;Fagus;sylvatica;Pendula;Hänge-Buche;6;4;45;L;74748;345294;14.3388883234411;48.2415436662415
1396;019;Acer;sp.; -;Ahorn;15;9;119;L;74704;345261;14.3383001966139;48.2412604132762
390;007;Platanus;hispanica;  -;Ahornblättrige-Platane;15;12;167;L;71007;347656;14.2889298008326;48.2632146060268
624;001a;Quercus;cerris; -;Zerr-Eiche;12;10;140;L;72156;355578;14.3057566985499;48.3343185083700
319;009b;Fagus;sylvatica;Swat Magret;Schwarze Blutbuche;4;2;15;L;71570;352433;14.2973165832421;48.3061066981305
459;002a;Corylus;colurna; -;Baumhasel;12;7;98;L;74340;345880;14.3335003687004;48.2468637262236
519;004;Robinia;pseudoacacia; -;Robinie;11;9;100;L;70878;354189;14.2882797834880;48.3219758401258
459;011a;Acer;sp.; -;Ahorn;5;2;32;L;74359;345949;14.3337763900000;48.2474788249110
634;029;Acer;platanoides; -;Spitz-Ahorn;9;7;128;L;72752;355405;14.3137591318274;48.3326946516390
519;005;Catalpa;bignonioides; -;Trompetenbaum;10;9;96;L;70869;354196;14.2881614919611;48.3220392470072
459;006a;Taxus;baccata; -;Gemeine Eibe;9;7;140;N;74341;345927;14.3335258375880;48.2472870126528
519;006;Acer;platanoides; -;Spitz-Ahorn;8;8;80;L;70864;354201;14.2880982896094;48.3220799771558
634;031;Carpinus;betulus; -;Hainbuche;7;3;50;L;72741;355399;14.3136097635761;48.3326419621549
519;035;Platanus;hispanica;  -;Ahornblättrige-Platane;11;10;94;L;70759;354309;14.2866971948095;48.3230675875698
519;047;Quercus;robur; -;Stiel-Eiche;13;14;150;L;70739;354332;14.2864360334753;48.3232742877866
319;038;Prunus;serrula; -;Tibet-Kirsche /Mahagoni-Kirsche  (weiß);8;9;155;L;71636;352336;14.2981951616608;48.3052262543899
519;999FL;Acer;sp.; -;Ahorn;10;0;0;L;70864;354211;14.2880943335762;48.3221724391853
390;042a;Prunus;armeniaca;Ungarische Beste;Marille - Ungarische Beste;4;1;17;L;70875;347538;14.2871337609897;48.2621655921317
390;043;Betula;pendula; -;Weiß-Birke;15;7;91;L;70820;347525;14.2863896362643;48.2620575087870
390;044a;Pinus;sp.; -;Kiefer / Föhre;5;2;56;N;70813;347531;14.2862963693469;48.2621122391457
319;042;Prunus;serrulata; -;Japanische Blüten-Kirsche;12;12;143;L;71624;352332;14.2980281415979;48.3051912325147
390;044b;Pinus;sp.; -;Kiefer / Föhre;8;6;127;N;70819;347535;14.2863779864685;48.2621471796329
390;044c;Pinus;sp.; -;Kiefer / Föhre;8;5;62;N;70815;347535;14.2863239694418;48.2621479841396
319;053;Castanea;sativa; -;Edelkastanie;12;6;68;L;71580;352325;14.2974339276089;48.3051332486081
1095;006;Prunus;sp.; -;Kirsche;12;7;110;L;76556;347042;14.3635494878346;48.2570479488494
390;044d;Pinus;sp.; -;Kiefer / Föhre;8;6;64;N;70811;347535;14.2862701025518;48.2621484292703
592;011;Acer;platanoides; -;Spitz-Ahorn;16;11;152;L;71145;353857;14.2918236474006;48.3189567576203
1096;315;Acer;sp.; -;Ahorn;10;5;80;L;75739;346779;14.3525047147764;48.2547814812125
390;051a;Acer;griseum; -;Zimt-Ahorn;0;0;0;L;70900;347549;14.2874705808029;48.2622628101824
319;101a;Fagus;sylvatica; -;Rotbuche;4;4;36;L;71546;352352;14.2969802335140;48.3053798566506
592;014;Acer;platanoides; -;Spitz-Ahorn;16;13;200;L;71130;353868;14.2916233339771;48.3190607756430
592;015;Acer;pseudoplatanus; -;Berg-Ahorn;16;10;167;L;71124;353874;14.2915470571540;48.3191117992448
326;016;Fagus;sylvatica; -;Rotbuche;17;15;288;L;72961;351668;14.3159348304176;48.2990656008506
5085;016;Carpinus;betulus; -;Hainbuche;7;2;35;L;70343;349421;14.2802834429605;48.2791591501592
652;505;Acer;saccharinum;Laciniatum Wieri;Geschlitzter Silber-Ahorn;15;6;77;L;72505;354652;14.3102956568805;48.3259546695782
652;136;Fraxinus;excelsior; -;Gemeine Esche;7;2;29;L;72503;354658;14.3102760606746;48.3260085636478
135;015;Tilia;sp.;-;Linde;22;10;300;L;71177;349361;14.2915104858297;48.2785304562779
135;022;Prunus;sp.; -;Kirsche;7;5;90;L;71136;349359;14.2909508833207;48.2785090348843
135;023;Fagus;sp.; -;Buche;30;15;320;L;71143;349335;14.2910404528969;48.2782941394814
7288;001FL;Prunus;sp.; -;Kirsche;6;0;0;L;73481;354453;14.3234272572455;48.3240470611854
7288;024;Salix;alba; -;Silber-Weide;10;7;116;L;73054;354647;14.3177057858541;48.3258451966395
7288;022;Populus;tremula; -;Zitterpappel / Espe;8;4;40;L;73080;354642;14.3180544004250;48.3257961928606
7288;015;Salix;caprea; -;Sal-Weide;6;4;30;L;73148;354618;14.3189573855536;48.3255724454048
7288;014;Alnus;glutinosa; -;Schwarz-Erle;8;6;84;L;73169;354611;14.3192433384313;48.3255068985637
840;015a;Juniperus;communis;Hibernica;Säulenwacholder;3;3;24;N;72969;355512;14.3167044013646;48.3336315136370
683;016a;Castanea;sativa; -;Edelkastanie;4;1;20;L;71988;355549;14.3034851315900;48.3340795276707
1189;009a;Quercus;cerris; -;Zerr-Eiche;4;1;11;L;76449;347579;14.3622062309978;48.2618934030349
51;091;Platanus;hispanica;  -;Ahornblättrige-Platane;18;16;186;L;71779;352462;14.3001387857616;48.3063447938960
1189;001a;Corylus;colurna; -;Baumhasel;5;2;22;L;76510;347651;14.3630394328138;48.2625346332855
51;092;Platanus;hispanica;  -;Ahornblättrige-Platane;16;14;138;L;71778;352471;14.3001263074424;48.3064252710230
934;081;Morus;alba; -;Weißer Maulbeerbaum;5;3;25;L;76264;346760;14.3595612301155;48.2545462471624
51;119;Acer;pseudoplatanus; -;Berg-Ahorn;21;14;160;L;71724;352767;14.2994547249863;48.3090916025531
7100;022;Acer;platanoides; -;Spitz-Ahorn;9;7;110;L;71990;355422;14.3034801417614;48.3329362162929
7100;032;Acer;platanoides; -;Spitz-Ahorn;7;6;100;L;72079;355431;14.3046816824496;48.3330068388454
7100;034;Acer;platanoides; -;Spitz-Ahorn;6;3;50;L;72097;355433;14.3049358532619;48.3330240073605
7100;035;Acer;platanoides; -;Spitz-Ahorn;9;6;114;L;72106;355434;14.3050571351045;48.3330295172812
7100;036;Acer;platanoides; -;Spitz-Ahorn;9;6;86;L;72115;355435;14.3051690327099;48.3330365885311
703;094;Acer;platanoides; -;Spitz-Ahorn;10;6;82;L;70823;351813;14.2871455371886;48.3006142669453
5216;006;Robinia;pseudoacacia; -;Robinie;8;7;90;L;72036;347755;14.3028035512121;48.2639870822287
703;076;Taxus;baccata; -;Gemeine Eibe;11;8;160;N;70820;351825;14.2871071110529;48.3007225032184
5216;007;Acer;negundo; -;Eschen-Ahorn;7;5;93;L;72047;347766;14.3029547054770;48.2640823940264
7;220;Fraxinus;excelsior; -;Gemeine Esche;30;6;160;L;73316;355870;14.3214503292621;48.3368103963949
540;009;Liriodendron;tulipifera; -;Tulpenbaum;11;4;77;L;70559;354864;14.2841020263727;48.3280790972528
1219;026;Corylus;colurna; -;Baumhasel;10;5;55;L;71307;351754;14.2936622204399;48.3000319883822
1100;230;Cladrastis;lutea; -;Amerikanische Gelbholz;9;14;153;L;69971;351269;14.2755734857844;48.2958170749998
56;047a;Betula;pendula;Darlecarlica;Geschlitztblättrige Birke;20;8;91;L;71414;352796;14.2952767954801;48.3093883963882
1100;231;Aesculus;pavia; -;Echte Pavie;4;3;39;L;69965;351262;14.2754914773490;48.2957547924151
56;038b;Betula;pendula;Darlecarlica;Geschlitztblättrige Birke;20;8;84;L;71425;352799;14.2954216118748;48.3094167522676
1038;997FL;Quercus;sp.; -;Eiche;15;0;0;L;70938;356225;14.2894338246940;48.3402704308557
1100;232;Acer;japonicum;Aconitifolium;Japanischer Feuer-Ahom;4;4;47;L;69955;351256;14.2753602337573;48.2956986333630
1100;233;Asimina;triloba; -;Dreilappige Indianerbanane;5;3;38;L;69950;351261;14.2752844218913;48.2957434963513
1100;234;Aralia;spinosa; -;Herkuleskeule;6;6;53;L;69940;351254;14.2751486716755;48.2956895129913
1100;240;Juniperus;thurifera; -;Spanischer Wacholder;6;3;51;N;69935;351223;14.2750807786158;48.2954074111154
6075;002;Picea;omorika; -;Serbische Fichte;9;3;120;N;71285;354211;14.2937791919671;48.3221272785549
867;110;Prunus;cerasifera;Nigra;Blut-Pflaume;12;6;97;L;71229;354205;14.2930130696438;48.3220771370907
787;006;Abies;sp.; -;Tanne;17;11;106;N;71616;352788;14.2979967369905;48.3092880124483
1145;011;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;13;8;91;L;71797;353128;14.3004903953302;48.3123308111267
7134;135;Fraxinus;excelsior; -;Gemeine Esche;20;6;111;L;70288;354613;14.2804033819653;48.3258541991576
1100;067;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;15;5;140;N;70068;351429;14.2769062338845;48.2972489605048
1100;068;Prunus;avium; -;Vogel-Kirsche;15;8;170;L;70066;351428;14.2768799370409;48.2972363158036
1100;069;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;15;8;150;N;70062;351424;14.2768307697345;48.2972034220432
1100;070;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;18;6;150;N;70062;351423;14.2768197262008;48.2971903551232
1100;104;Magnolia;soulangeana; -;Tulpen-Magnolie;6;6;60;L;69979;351374;14.2756986157228;48.2967603400485
779;007;Betula;pendula; -;Weiß-Birke;16;5;88;L;73046;346897;14.3162582781705;48.2561610852737
385;032;Acer;platanoides;Globosum;Kugel-Ahorn;3;4;60;L;70801;346633;14.2859851644226;48.2540388504077
7134;153;Fraxinus;excelsior; -;Gemeine Esche;17;7;111;L;70223;354623;14.2795302958674;48.3259437784868
385;033;Tilia;sp.;-;Linde;13;8;110;L;70808;346632;14.2860792500024;48.2540290798398
522;012;Tilia;sp.;-;Linde;22;16;177;L;70394;352871;14.2815360549376;48.3101786662811
522;013;Tilia;sp.;-;Linde;20;14;140;L;70385;352864;14.2814196862671;48.3101151751272
522;015;Tilia;sp.;-;Linde;20;13;147;L;70375;352865;14.2812805844083;48.3101244274864
522;016;Tilia;sp.;-;Linde;20;17;170;L;70377;352873;14.2813170453595;48.3101984528272
302;002;Aesculus;hippocastanum; -;Gemeine Rosskastanie;21;14;235;L;72699;346878;14.3115873127407;48.2560262502686
302;003;Aesculus;hippocastanum; -;Gemeine Rosskastanie;20;10;174;L;72691;346874;14.3114716569899;48.2559913440567
623;046;Malus;Zierform; -;Zier-Apfel;6;7;185;L;71977;355668;14.3033465240348;48.3351505656364
63;028;Thuja;occidentalis; -;Abendländischer Lebensbaum;15;4;96;N;71216;352578;14.2925738576657;48.3074527319391
389;023;Betula;pendula; -;Weiß-Birke;18;10;145;L;70588;345739;14.2829687809196;48.2460237323798
63;033;Salix;alba; -;Silber-Weide;16;6;186;L;71223;352582;14.2926711036551;48.3074801118989
558;003;Fraxinus;excelsior; -;Gemeine Esche;16;9;130;L;71137;353595;14.2916699642289;48.3165993002921
623;057n;Pyrus;communis; -;Kulturbirne;6;6;153;L;72022;355646;14.3039519989132;48.3349486638602
934;145a;Platanus;hispanica;  -;Ahornblättrige-Platane;3;3;59;L;76354;346867;14.3607931132078;48.2555054080728
389;026;Betula;pendula; -;Weiß-Birke;17;9;130;L;70605;345747;14.2831989716437;48.2460937828336
623;060;Gleditsia;sp.; -;Gleditschie;9;9;101;L;72020;355629;14.3039297808445;48.3347882420743
558;005;Quercus;robur; -;Stiel-Eiche;16;15;205;L;71121;353581;14.2914624078763;48.3164821095878
389;027;Betula;pendula; -;Weiß-Birke;17;7;118;L;70610;345748;14.2832664502774;48.2461022202759
623;062;Acer;platanoides; -;Spitz-Ahorn;6;6;72;L;72031;355642;14.3040787040400;48.3349050112500
558;009;Acer;saccharinum; -;Silber-Ahorn;15;11;139;L;71133;353557;14.2916098313207;48.3162616279711
623;067;Tilia;sp.;-;Linde;8;13;120;L;72038;355624;14.3041729659299;48.3347430845891
389;039;Betula;pendula; -;Weiß-Birke;15;8;130;L;70646;345780;14.2837564169558;48.2463859683544
389;040;Betula;pendula; -;Weiß-Birke;15;7;115;L;70650;345780;14.2838102673310;48.2463855245094
634;997FL;Acer;campestre; -;Feld-Ahorn;15;0;0;L;72744;355545;14.3136694325648;48.3339537157351
85;012;Magnolia;kobus; -;Baum-Magnolie (weiß);9;8;166;L;70862;352575;14.2877931580836;48.3074650207793
85;014;Quercus;robur;Fastigiata;Säulen-Eiche;15;4;89;L;70841;352570;14.2875145580729;48.3074160554453
464;008;Prunus;Zierform; -;Zier-Kirsche;6;8;95;L;74873;345366;14.3405860050058;48.2421800835903
85;015;Quercus;robur;Fastigiata;Säulen-Eiche;14;4;73;L;70836;352567;14.2874403843116;48.3073940794542
464;004a;Prunus;Zierform; -;Zier-Kirsche;5;8;88;L;74869;345355;14.3405333797173;48.2420818358576
389;043;Betula;pendula; -;Weiß-Birke;14;8;11;L;70656;345790;14.2838927043822;48.2464747779096
80;011;Acer;saccharinum; -;Silber-Ahorn;16;12;185;L;70732;352559;14.2860452443951;48.3073315959316
893;014;Quercus;rubra; -;Amerikanische Rot-Eiche;10;8;97;L;71819;355355;14.3011636352971;48.3323539712846
808;005a;Picea;sp.; -;Fichte;4;3;64;N;71416;346111;14.2941803471666;48.2492730197613
808;009;Prunus;sp.; -;Kirsche;7;5;58;L;71403;346152;14.2940050643813;48.2496420855656
893;018;Sequoiadendron;giganteum; -;Riesenmammutbaum;10;5;90;N;71862;355367;14.3017571645924;48.3324587626080
893;023;Pyrus;communis; -;Kulturbirne;14;8;136;L;71844;355379;14.3015138808438;48.3325678141549
893;025;Salix;alba;Tristis;Trauer-Weide;10;11;203;L;71815;355375;14.3011183910775;48.3325316075786
893;027;Quercus;rubra; -;Amerikanische Rot-Eiche;16;17;150;L;71807;355396;14.3010171987612;48.3327215401673
314;004FL;Picea;abies; -;Gemeine Fichte;10;0;0;N;72879;351688;14.3148285620569;48.2992548654801
314;001;Acer;pseudoplatanus; -;Berg-Ahorn;16;15;293;L;72867;351727;14.3146749736617;48.2996057704734
314;003;Acer;pseudoplatanus; -;Berg-Ahorn;18;14;195;L;72886;351704;14.3149314187338;48.2993986027079
314;005;Betula;pendula; -;Weiß-Birke;22;14;127;L;72869;351687;14.3146934890522;48.2992501317244
314;006;Betula;pendula; -;Weiß-Birke;20;11;117;L;72866;351686;14.3146535029383;48.2992392123834
314;007;Betula;pendula; -;Weiß-Birke;17;9;93;L;72866;351690;14.3146541945566;48.2992753980242
314;008;Betula;pendula; -;Weiß-Birke;20;10;121;L;72866;351695;14.3146539115345;48.2993236557998
1466;001;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;12;6;63;L;71566;351462;14.2970998118429;48.2973756030123
893;999FL;Alnus;sp.; -;Erle;10;0;0;L;71781;355405;14.3006663832803;48.3328057185821
1396;005;Malus;sp.; -;Apfel;8;9;96;L;74727;345258;14.3386030055624;48.2412290088494
1466;009;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;10;6;51;L;71561;351460;14.2970274108147;48.2973613982637
1466;008;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;10;4;48;L;71571;351434;14.2971672795213;48.2971269762252
1396;014;Quercus;sp.; -;Eiche;23;14;174;L;74754;345287;14.3389786866452;48.2414872038428
893;998FL;Acer;sp.; -;Ahorn;10;0;0;L;71832;355428;14.3013553862050;48.3330093293171
1396;015;Juglans;regia; -;Walnuss;20;8;107;L;74764;345292;14.3391088739661;48.2415276927353
1466;007;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;10;4;45;L;71585;351401;14.2973391311989;48.2968228660660
324;001FL;Salix;sp.; -;Weide;8;0;0;L;73031;351029;14.3167661234561;48.2933159639331
1466;006;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;9;3;39;L;71593;351380;14.2974548831423;48.2966340000318
1396;017;Quercus;sp.; -;Eiche;20;12;144;L;74759;345318;14.3390478669025;48.2417647280209
390;002;Quercus;robur; -;Stiel-Eiche;13;8;124;L;71028;347669;14.2892147810036;48.2633291566851
1396;018;Prunus;sp.; -;Kirsche;11;7;101;L;74717;345275;14.3384736986063;48.2413822790046
1466;004;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;7;2;34;L;71599;351382;14.2975301093119;48.2966509577179
324;002FL;Acer;sp.; -;Ahorn;12;0;0;L;73084;350916;14.3174683022368;48.2922898047930
390;004;Quercus;robur; -;Stiel-Eiche;13;6;110;L;71023;347664;14.2891466100495;48.2632847553909
923;065;Fraxinus;excelsior; -;Gemeine Esche;8;4;52;L;77771;346292;14.3797644282670;48.2501618361048
428;001;Quercus;robur; -;Stiel-Eiche;12;8;168;L;76861;346519;14.3675622711783;48.2523099087238
652;926;Tilia;tomentosa; -;Silber-Linde;15;8;131;L;73457;354406;14.3230949662480;48.3236281711479
652;980;Tilia;platyphyllos; -;Sommer-Linde;13;6;78;L;73749;354124;14.3269817099134;48.3210615534478
652;981;Tilia;cordata; -;Winter-Linde;11;6;64;L;73754;354118;14.3270404512652;48.3210089969258
652;686;Acer;platanoides; -;Spitz-Ahorn;16;7;81;L;71722;354288;14.2996763628928;48.3227698579992
652;682;Tilia;cordata; -;Winter-Linde;15;6;83;L;71702;354272;14.2994131516919;48.3226233475033
652;681;Tilia;cordata; -;Winter-Linde;16;7;111;L;71697;354267;14.2993437090684;48.3225828836696
143;065;Acer;pseudoplatanus; -;Berg-Ahorn;5;1;14;L;70401;348086;14.2808426257902;48.2671500096632
